State/UT,District,Year,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,ROBBERY,BURGLARY,RIOTS,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL CRIMES
CHHATTISGARH,KANKER,2006,43,1,85,21,16,5,26,275,84,10,136,0,149,3094,3924
CHHATTISGARH,KANKER,2006,58,3,103,35,31,4,43,249,72,30,47,0,170,2492,3302
CHHATTISGARH,KANKER,2006,27,3,26,0,0,0,1,33,2,2,15,0,23,294,426
CHHATTISGARH,KANKER,2006,37,6,69,13,12,1,28,165,70,7,48,0,117,1472,2032
CHHATTISGARH,KANKER,2006,107,13,77,41,33,8,222,675,138,32,172,0,207,5171,6855
CHHATTISGARH,KANKER,2006,16,0,25,7,5,2,13,83,13,5,16,0,0,448,626
CHHATTISGARH,KANKER,2006,47,3,57,12,8,4,32,252,22,12,29,0,0,1596,2062
CHHATTISGARH,KANKER,2006,81,2,90,39,33,6,111,920,144,22,263,0,395,8577,10644
CHHATTISGARH,KANKER,2006,2,0,3,0,0,0,8,0,0,0,1,0,0,102,116
CHHATTISGARH,KANKER,2006,65,9,103,39,32,7,97,483,111,31,127,0,226,2595,3886
CHHATTISGARH,KAWARDHA,2006,29,0,12,24,20,4,6,49,63,7,1,0,142,1761,2094
GUJARAT,JUNAGADH,2006,24,1,25,14,6,8,18,127,0,9,149,0,3,601,971
GUJARAT,JUNAGADH,2006,32,6,51,40,23,17,21,238,60,13,214,0,261,459,1395
GUJARAT,JUNAGADH,2006,24,4,34,24,15,9,15,213,3,5,116,0,5,1070,1513
GUJARAT,JUNAGADH,2006,28,2,17,26,16,10,7,95,90,10,41,0,5,1110,1431
GUJARAT,JUNAGADH,2006,16,3,35,14,4,10,6,27,91,8,124,0,2,719,1045
GUJARAT,JUNAGADH,2006,33,1,26,23,17,6,27,73,69,5,47,0,154,560,1018
GUJARAT,JUNAGADH,2006,14,0,10,15,13,2,9,119,2,2,63,0,0,800,1034
GUJARAT,JUNAGADH,2006,46,6,65,46,29,17,17,210,70,19,104,0,222,631,1436
GUJARAT,JUNAGADH,2006,32,2,21,15,9,6,23,164,52,4,51,0,7,1065,1436
GUJARAT,JUNAGADH,2006,62,0,34,23,17,6,19,243,43,22,80,0,203,605,1334
GUJARAT,JUNAGADH,2006,37,2,18,11,2,9,13,171,23,4,129,0,6,700,1114
GUJARAT,JUNAGADH,2006,69,3,31,67,49,18,27,185,12,26,165,0,241,970,1796
GUJARAT,KHEDA NORTH,2006,53,14,60,66,59,7,8,13,160,26,368,0,288,1152,2208
GUJARAT,KHEDA NORTH,2006,9,3,0,3,1,2,4,1,2,2,0,0,1,53,78
GUJARAT,KHEDA NORTH,2006,86,44,118,56,50,6,18,25,32,6,250,0,260,754,1649
GUJARAT,KHEDA NORTH,2006,2,0,0,0,0,0,4,0,1,1,0,0,0,19,27
GUJARAT,KHEDA NORTH,2006,25,11,38,94,76,18,51,115,167,4,276,1,488,2950,4220
GUJARAT,KHEDA NORTH,2006,63,30,74,48,40,8,26,34,53,5,152,0,0,434,919
GUJARAT,KHEDA NORTH,2006,95,46,224,118,111,7,22,6,175,30,735,0,248,1056,2755
GUJARAT,KHEDA NORTH,2006,101,20,158,152,134,18,16,16,164,43,613,0,250,1300,2833
GUJARAT,KHEDA NORTH,2006,99,20,79,50,50,0,30,24,153,25,283,0,1,1270,2034
GUJARAT,KHEDA NORTH,2006,61,10,71,59,59,0,10,12,125,27,285,0,210,1047,1917
GUJARAT,KHEDA NORTH,2006,41,9,48,13,13,0,20,4,55,20,136,0,0,524,870
GUJARAT,KHEDA NORTH,2006,12,1,1,5,5,0,8,0,2,2,0,0,2,49,82
HARYANA,JHAJJAR,2006,111,5,23,69,41,28,62,78,245,36,55,0,121,863,1668
HARYANA,JHAJJAR,2006,74,5,49,110,35,75,42,86,238,23,40,0,45,225,937
HARYANA,JHAJJAR,2006,53,2,22,35,14,21,17,64,133,19,17,1,64,609,1036
HARYANA,JHAJJAR,2006,119,7,43,83,44,39,50,157,273,19,22,0,68,1655,2496
HARYANA,JHAJJAR,2006,127,0,17,57,34,23,57,85,254,26,81,0,96,1112,1912
HARYANA,JHAJJAR,2006,46,0,10,48,10,38,34,59,255,25,67,2,48,168,762
HARYANA,JHAJJAR,2006,70,6,74,68,17,51,26,73,191,33,76,4,70,1804,2495
HARYANA,JHAJJAR,2006,158,28,25,68,50,18,100,128,326,168,9,0,215,774,1999
HARYANA,JHAJJAR,2006,72,10,23,55,34,21,40,77,188,32,94,0,74,1275,1940
HARYANA,JHAJJAR,2006,4,0,0,0,0,0,5,0,4,0,0,0,1,45,59
HARYANA,JHAJJAR,2006,69,12,29,28,14,14,61,42,166,15,19,0,4,650,1095
HARYANA,JHAJJAR,2006,39,1,10,20,1,19,15,22,71,15,5,0,13,694,905
HARYANA,JIND,2006,1098,15,995,239,178,61,439,3507,905,103,717,1,2239,19246,29504
HARYANA,JIND,2006,24,1,8,9,5,4,10,151,27,0,8,0,124,362,724
HARYANA,JIND,2006,15,0,13,7,5,2,7,101,36,0,6,0,109,336,630
HARYANA,JIND,2006,39,1,21,16,10,6,17,252,63,0,14,0,233,698,1354
HARYANA,JIND,2006,99,7,46,182,146,36,172,802,128,4,956,0,227,9098,11721
HARYANA,JIND,2006,47,1,10,28,27,1,28,82,39,0,92,0,292,1727,2346
HARYANA,JIND,2006,7,0,3,0,0,0,1,2,11,0,11,0,16,179,230
HARYANA,JIND,2006,20,3,15,31,30,1,14,109,30,3,112,0,96,1434,1867
HARYANA,JIND,2006,26,1,14,33,30,3,11,114,13,0,141,0,203,1693,2249
HARYANA,JIND,2006,37,1,7,7,6,1,8,121,18,0,66,0,210,1452,1927
HARYANA,JIND,2006,59,1,26,128,116,12,170,457,155,7,285,0,7,5125,6420
HARYANA,JIND,2006,30,0,0,21,19,2,23,50,27,0,39,0,0,1191,1381
HARYANA,KAITHAL,2006,24,0,9,57,50,7,24,73,193,0,1,0,11,208,600
HARYANA,KAITHAL,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
HARYANA,KAITHAL,2006,20,0,26,37,33,4,1,65,35,3,33,0,0,915,1135
HARYANA,KAITHAL,2006,18,3,14,5,4,1,0,29,3,0,0,0,4,514,590
HARYANA,KAITHAL,2006,19,0,7,10,10,0,2,11,0,0,3,0,2,186,240
HARYANA,KAITHAL,2006,49,1,22,102,93,9,23,223,141,0,10,0,27,1042,1640
HARYANA,KAITHAL,2006,10,0,11,10,10,0,1,54,25,0,3,0,1,689,804
HARYANA,KAITHAL,2006,487,40,250,789,723,66,112,1351,1197,10,135,0,222,10886,15479
HARYANA,KAITHAL,2006,38,0,24,49,43,6,38,109,144,16,64,0,0,1242,1724
HARYANA,KAITHAL,2006,129,1,53,12,8,4,33,33,38,7,17,0,1,421,745
HARYANA,KAITHAL,2006,30,0,13,11,11,0,22,22,82,16,7,0,0,474,677
HARYANA,KAITHAL,2006,33,4,33,8,4,4,19,109,164,19,27,0,42,961,1419
HARYANA,KARNAL,2006,12,0,20,18,14,4,22,66,14,10,10,0,51,531,754
HARYANA,KARNAL,2006,43,0,25,13,8,5,64,147,75,7,17,0,139,1106,1636
HARYANA,KARNAL,2006,15,0,13,6,3,3,9,29,20,2,1,0,17,184,296
HARYANA,KARNAL,2006,5,0,1,5,3,2,16,8,1,0,1,0,0,105,142
HARYANA,KARNAL,2006,5,1,2,3,2,1,4,3,6,0,0,0,5,114,143
HARYANA,KARNAL,2006,73,1,39,18,15,3,35,82,43,0,8,0,254,472,1025
HARYANA,KARNAL,2006,1159,36,985,704,577,127,1184,3120,1535,457,694,12,2945,21375,34206
HARYANA,KARNAL,2006,44,5,13,25,19,6,16,138,0,5,55,0,102,359,762
HARYANA,KARNAL,2006,12,6,5,6,3,3,3,29,0,1,6,0,67,158,293
HARYANA,KARNAL,2006,26,4,31,16,14,2,0,76,0,5,44,0,62,468,732
HARYANA,KARNAL,2006,54,15,19,27,22,5,3,127,0,5,45,0,1,489,785
HARYANA,KARNAL,2006,18,1,9,13,5,8,3,73,0,5,19,0,0,321,462
HIMACHAL PRADESH,KANGRA,2006,393,87,601,294,202,92,691,4245,6365,25,3708,0,49,56777,73235
HIMACHAL PRADESH,KANGRA,2006,32,0,38,9,7,2,10,102,17,7,35,0,12,684,946
HIMACHAL PRADESH,KANGRA,2006,33,6,54,8,6,2,10,116,36,6,23,0,36,762,1090
HIMACHAL PRADESH,KANGRA,2006,60,1,67,5,3,2,10,106,32,6,41,0,69,1208,1605
HIMACHAL PRADESH,KANGRA,2006,39,7,48,2,2,0,16,133,35,4,32,0,118,1247,1681
HIMACHAL PRADESH,KANGRA,2006,65,1,142,27,24,3,23,180,19,13,71,0,103,1711,2355
HIMACHAL PRADESH,KANGRA,2006,72,8,34,13,6,7,90,173,76,32,69,0,128,2028,2723
HIMACHAL PRADESH,KANGRA,2006,62,0,70,49,42,7,147,846,65,22,103,0,211,8808,10383
HIMACHAL PRADESH,KANGRA,2006,4,0,1,4,1,3,13,12,1,2,1,0,4,290,332
HIMACHAL PRADESH,KANGRA,2006,13,0,21,4,4,0,5,51,15,3,28,0,31,775,946
HIMACHAL PRADESH,KANGRA,2006,71,5,59,23,20,3,52,275,50,19,70,0,99,2856,3579
HIMACHAL PRADESH,KANGRA,2006,76,8,125,16,14,2,14,134,38,13,79,0,121,1463,2087
JAMMU & KASHMIR,KARGIL,2006,9,1,0,3,0,3,1,3,0,0,0,0,3,4,24
JAMMU & KASHMIR,KARGIL,2006,15,5,2,2,0,2,2,6,0,0,0,0,0,6,38
JAMMU & KASHMIR,KARGIL,2006,11,1,0,0,0,0,2,2,0,0,0,0,0,2,18
JAMMU & KASHMIR,KARGIL,2006,9,1,5,0,0,0,2,3,0,0,0,0,0,11,31
JAMMU & KASHMIR,KARGIL,2006,4,0,1,0,0,0,1,7,5,0,0,0,0,15,33
JAMMU & KASHMIR,KARGIL,2006,4,0,0,1,1,0,1,2,1,0,0,0,1,12,22
JAMMU & KASHMIR,KARGIL,2006,14,0,2,0,0,0,0,7,0,0,0,0,0,16,39
JAMMU & KASHMIR,KARGIL,2006,123,8,23,31,3,28,84,70,7,0,3,0,28,201,578
JAMMU & KASHMIR,KARGIL,2006,39,1,41,16,13,3,47,107,144,12,36,0,130,955,1528
JAMMU & KASHMIR,KARGIL,2006,35,3,59,50,46,4,29,195,48,46,28,0,3,1556,2052
JAMMU & KASHMIR,KARGIL,2006,37,3,17,13,11,2,25,66,75,17,17,0,92,535,897
JAMMU & KASHMIR,KARGIL,2006,18,0,12,15,9,6,41,101,49,9,11,0,51,412,719
JAMMU & KASHMIR,KATHUA,2006,33,1,37,44,40,4,8,103,21,5,169,0,84,1084,1589
JAMMU & KASHMIR,KATHUA,2006,20,5,12,26,21,5,3,94,10,7,74,0,101,1122,1474
JAMMU & KASHMIR,KATHUA,2006,75,4,35,82,66,16,15,55,1,16,274,0,189,3512,4258
JAMMU & KASHMIR,KATHUA,2006,36,1,40,97,76,21,57,319,39,9,221,0,227,2307,3353
JAMMU & KASHMIR,KATHUA,2006,35,0,29,28,27,1,10,182,5,16,287,0,177,1637,2406
JAMMU & KASHMIR,KATHUA,2006,22,1,39,64,53,11,13,80,48,5,260,0,108,1160,1800
JAMMU & KASHMIR,KATHUA,2006,51,6,65,154,127,27,40,269,103,9,437,0,216,1608,2958
JAMMU & KASHMIR,KATHUA,2006,18,5,17,19,11,8,2,62,17,10,183,0,95,876,1304
JAMMU & KASHMIR,KATHUA,2006,25,0,16,35,19,16,10,87,74,14,105,0,192,2278,2836
JAMMU & KASHMIR,KATHUA,2006,42,1,28,41,33,8,10,39,34,25,116,0,112,690,1138
JAMMU & KASHMIR,KATHUA,2006,23,1,18,25,20,5,6,28,94,2,47,0,86,971,1301
JAMMU & KASHMIR,KATHUA,2006,7,0,0,10,5,5,11,1,4,0,0,0,1,414,448
JHARKHAND,JAMTARA,2006,99,14,64,96,71,25,17,228,102,22,423,0,313,2265,3643
JHARKHAND,JAMTARA,2006,184,0,16,67,32,35,28,223,176,16,189,0,396,1667,2962
JHARKHAND,JAMTARA,2006,126,1,31,65,37,28,19,238,95,18,249,0,563,2337,3742
JHARKHAND,JAMTARA,2006,98,3,25,68,51,17,15,157,148,10,199,0,422,2332,3477
JHARKHAND,JAMTARA,2006,193,11,60,166,90,76,86,1321,49,50,837,0,1064,2368,6205
JHARKHAND,JAMTARA,2006,85,2,41,81,28,53,29,520,89,25,465,0,610,1375,3322
JHARKHAND,JAMTARA,2006,7,0,0,1,1,0,5,0,0,0,3,0,3,42,61
JHARKHAND,JAMTARA,2006,155,4,47,99,35,64,19,303,139,15,427,0,505,2726,4439
JHARKHAND,JAMTARA,2006,125,6,93,143,77,66,99,1186,128,29,1160,0,582,2430,5981
JHARKHAND,JAMTARA,2006,147,8,73,151,119,32,22,225,117,47,698,0,418,2516,4422
JHARKHAND,KHUNTI,2006,22,6,17,73,52,21,22,63,5,3,75,0,14,1952,2252
JHARKHAND,KHUNTI,2006,476,75,623,1442,1066,376,541,1950,87,137,1728,0,367,26805,34231
JHARKHAND,KHUNTI,2006,39,8,61,118,87,31,66,168,14,9,205,0,8,2214,2910
JHARKHAND,KHUNTI,2006,5,0,1,11,10,1,3,1,0,1,0,0,1,75,98
JHARKHAND,KHUNTI,2006,2,1,0,8,5,3,8,2,0,0,1,0,0,116,138
JHARKHAND,KHUNTI,2006,7,0,6,26,17,9,20,42,15,0,16,0,1,1039,1172
KARNATAKA,K.G.F.,2006,27,2,28,28,24,4,5,169,0,8,110,0,0,722,1099
KARNATAKA,K.G.F.,2006,873,59,608,635,431,204,410,4001,1142,255,2254,0,1350,19014,30601
KARNATAKA,K.G.F.,2006,6,1,11,4,2,2,3,42,35,0,23,0,37,845,1007
KARNATAKA,K.G.F.,2006,14,0,4,12,11,1,0,108,9,0,3,0,37,286,473
KARNATAKA,K.G.F.,2006,0,0,0,0,0,0,1,1,0,0,0,0,0,4,6
KARNATAKA,K.G.F.,2006,10,1,1,4,4,0,0,55,28,0,34,0,21,579,733
KARNATAKA,K.G.F.,2006,19,3,12,25,22,3,1,91,116,0,57,0,6,1395,1725
KARNATAKA,K.G.F.,2006,2,0,2,5,4,1,0,27,21,0,3,0,21,120,201
KARNATAKA,K.G.F.,2006,5,3,10,9,9,0,7,57,55,0,16,0,51,469,682
KARNATAKA,K.G.F.,2006,1,0,0,1,1,0,1,2,1,0,1,0,4,36,47
KARNATAKA,K.G.F.,2006,12,0,18,12,7,5,3,61,37,0,27,0,66,1279,1515
KARNATAKA,K.G.F.,2006,16,0,34,28,26,2,11,134,88,0,30,0,80,1217,1638
KERALA,KANNUR,2006,28,0,83,12,6,6,31,162,101,9,101,0,83,2799,3409
KERALA,KANNUR,2006,40,0,62,20,14,6,33,148,35,9,78,0,90,2185,2700
KERALA,KANNUR,2006,45,0,47,23,18,5,49,454,65,46,51,0,128,2075,2983
KERALA,KANNUR,2006,76,0,116,31,30,1,49,363,62,28,131,0,147,2403,3406
KERALA,KANNUR,2006,74,0,72,18,10,8,30,482,40,39,92,0,226,2949,4022
KERALA,KANNUR,2006,36,0,57,6,5,1,11,117,41,11,35,0,98,1422,1834
KERALA,KANNUR,2006,33,1,67,4,4,0,21,207,27,16,69,0,0,1408,1853
KERALA,KANNUR,2006,28,3,58,19,10,9,61,244,51,11,62,0,102,811,1450
KERALA,KANNUR,2006,12,0,19,8,4,4,3,34,26,2,31,0,28,558,721
KERALA,KANNUR,2006,72,2,83,22,17,5,39,241,70,33,50,0,115,2521,3248
KERALA,KANNUR,2006,72,1,66,31,31,0,27,296,34,21,47,0,126,2237,2958
KERALA,KANNUR,2006,31,1,66,14,11,3,24,174,46,14,48,0,128,1927,2473
KERALA,KASARGOD,2006,31,10,11,28,22,6,10,100,2,1,25,0,68,326,612
KERALA,KASARGOD,2006,23,5,14,17,10,7,7,64,0,5,17,0,44,170,366
KERALA,KASARGOD,2006,18,1,8,7,6,1,10,48,0,1,19,0,78,141,331
KERALA,KASARGOD,2006,43,12,29,26,23,3,2,163,0,4,39,0,283,844,1445
KERALA,KASARGOD,2006,12,1,8,10,7,3,1,24,0,5,21,0,136,241,459
KERALA,KASARGOD,2006,23,12,24,14,10,4,2,80,0,7,46,0,127,295,630
KERALA,KASARGOD,2006,30,9,10,15,6,9,0,190,0,6,3,2,477,769,1511
KERALA,KASARGOD,2006,31,2,23,15,11,4,9,41,0,7,27,0,74,171,400
KERALA,KASARGOD,2006,817,165,442,591,418,173,142,2277,3,130,801,2,2919,9524,17813
KERALA,KASARGOD,2006,44,4,53,90,90,0,27,282,69,9,405,0,393,3242,4618
KERALA,KASARGOD,2006,75,4,81,102,68,34,38,160,72,36,314,0,360,1931,3173
KERALA,KASARGOD,2006,29,1,27,38,36,2,14,69,85,5,93,0,101,647,1109
MADHYA PRADESH,JHABUA,2006,24,0,17,33,26,7,9,63,14,1,24,0,42,226,453
MADHYA PRADESH,JHABUA,2006,5,0,3,5,0,5,1,0,10,0,0,0,0,49,73
MADHYA PRADESH,JHABUA,2006,77,3,54,79,79,0,24,94,67,3,133,0,80,573,1187
MADHYA PRADESH,JHABUA,2006,88,1,56,108,105,3,25,148,96,7,155,0,180,612,1476
MADHYA PRADESH,JHABUA,2006,48,0,23,57,38,19,13,486,13,3,47,0,216,362,1268
MADHYA PRADESH,JHABUA,2006,31,0,17,37,25,12,5,35,16,1,16,0,49,122,329
MADHYA PRADESH,JHABUA,2006,1207,32,1244,1825,1544,281,544,2911,2684,105,2548,0,3022,10444,26566
MADHYA PRADESH,JHABUA,2006,63,5,42,104,12,92,51,34,400,19,52,0,33,1315,2118
MADHYA PRADESH,JHABUA,2006,22,0,0,9,4,5,7,14,45,9,5,0,1,137,249
MADHYA PRADESH,JHABUA,2006,82,0,18,42,41,1,34,104,208,23,35,0,26,460,1032
MADHYA PRADESH,JHABUA,2006,45,4,27,44,12,32,8,13,73,5,13,0,13,373,618
MADHYA PRADESH,JHABUA,2006,77,6,70,41,26,15,19,67,256,21,18,0,38,707,1320
MADHYA PRADESH,KATNI,2006,10,1,10,5,4,1,3,48,5,0,4,0,17,96,199
MADHYA PRADESH,KATNI,2006,1,0,3,0,0,0,0,4,0,0,0,0,3,11,22
MADHYA PRADESH,KATNI,2006,6,0,5,2,2,0,5,18,6,0,2,0,10,59,113
MADHYA PRADESH,KATNI,2006,4,1,2,1,1,0,1,14,1,0,0,0,9,48,81
MADHYA PRADESH,KATNI,2006,21,2,20,8,7,1,9,84,12,0,6,0,39,214,415
MADHYA PRADESH,KATNI,2006,131,5,29,59,41,18,58,560,130,32,213,0,1330,9123,11670
MADHYA PRADESH,KATNI,2006,0,0,1,0,0,0,2,1,4,0,1,0,3,233,245
MADHYA PRADESH,KATNI,2006,79,0,18,36,20,16,25,171,91,8,67,0,807,4364,5666
MADHYA PRADESH,KATNI,2006,28,0,8,7,3,4,24,181,14,5,30,0,261,2198,2756
MADHYA PRADESH,KATNI,2006,52,0,21,33,33,0,7,64,139,8,25,0,362,4203,4914
MADHYA PRADESH,KATNI,2006,33,4,9,16,11,5,7,22,151,4,28,0,154,1340,1768
MADHYA PRADESH,KATNI,2006,40,0,11,40,38,2,14,76,28,4,43,0,354,3200,3810
MADHYA PRADESH,KHANDWA,2006,127,35,16,92,57,35,90,65,89,35,106,0,3,684,1342
MADHYA PRADESH,KHANDWA,2006,18,6,1,7,3,4,22,0,13,0,0,0,5,707,779
MADHYA PRADESH,KHANDWA,2006,87,16,26,52,31,21,37,115,61,13,59,0,16,571,1053
MADHYA PRADESH,KHANDWA,2006,146,51,29,109,86,23,44,114,70,41,190,0,386,1252,2432
MADHYA PRADESH,KHANDWA,2006,44,16,8,14,11,3,18,33,46,22,33,0,1,195,430
MADHYA PRADESH,KHANDWA,2006,55,19,22,44,35,9,30,77,36,28,7,0,64,335,717
MADHYA PRADESH,KHANDWA,2006,89,36,23,44,39,5,36,98,97,16,70,0,248,568,1325
MADHYA PRADESH,KHANDWA,2006,36,18,8,6,5,1,3,16,11,12,11,0,0,286,407
MADHYA PRADESH,KHANDWA,2006,87,38,30,42,37,5,17,38,10,35,53,0,142,637,1129
MADHYA PRADESH,KHANDWA,2006,71,15,23,45,30,15,37,51,63,22,64,0,95,415,901
MADHYA PRADESH,KHANDWA,2006,72,12,21,28,23,5,20,34,37,14,46,0,133,433,850
MADHYA PRADESH,KHANDWA,2006,48,14,4,29,20,9,6,32,16,36,46,0,72,492,795
MADHYA PRADESH,KHARGON,2006,78,18,15,41,29,12,36,73,85,16,175,0,140,1221,1898
MADHYA PRADESH,KHARGON,2006,19,10,4,18,18,0,11,22,18,7,25,0,24,143,301
MADHYA PRADESH,KHARGON,2006,115,28,21,57,37,20,20,33,28,34,8,0,170,614,1128
MADHYA PRADESH,KHARGON,2006,11,6,6,21,16,5,3,21,20,16,0,0,26,91,221
MADHYA PRADESH,KHARGON,2006,17,14,4,28,28,0,10,43,18,15,19,0,47,269,484
MADHYA PRADESH,KHARGON,2006,124,48,47,78,68,10,33,82,60,58,83,0,157,862,1632
MADHYA PRADESH,KHARGON,2006,31,17,8,4,3,1,5,25,11,10,9,0,89,100,309
MADHYA PRADESH,KHARGON,2006,19,11,2,5,4,1,10,24,18,9,19,0,47,79,243
MADHYA PRADESH,KHARGON,2006,77,21,25,31,26,5,32,81,41,23,55,0,109,391,886
MADHYA PRADESH,KHARGON,2006,96,35,37,44,40,4,19,44,37,37,58,0,150,466,1023
MADHYA PRADESH,KHARGON,2006,73,19,16,45,36,9,40,123,120,23,90,0,55,865,1469
MADHYA PRADESH,KHARGON,2006,5480,1543,1314,3318,2551,767,2024,4577,3774,1798,5204,0,7235,41536,77803
MEGHALAYA,KHASI HILLS EAST,2006,15,3,11,5,5,0,11,13,11,5,6,0,18,34,132
MEGHALAYA,KHASI HILLS EAST,2006,11,0,4,4,4,0,7,9,0,4,7,0,8,9,63
MEGHALAYA,KHASI HILLS EAST,2006,5,1,7,4,0,4,3,20,25,5,4,0,17,62,153
MEGHALAYA,KHASI HILLS EAST,2006,5,0,3,1,0,1,3,4,3,0,1,0,10,45,75
MEGHALAYA,KHASI HILLS EAST,2006,40,8,23,43,40,3,26,123,94,9,97,0,154,450,1067
MEGHALAYA,KHASI HILLS EAST,2006,54,4,32,64,52,12,54,78,105,11,109,0,169,80,760
MEGHALAYA,KHASI HILLS EAST,2006,25,6,9,17,17,0,8,38,30,7,6,0,94,261,501
MEGHALAYA,KHASI HILLS EAST,2006,16,1,4,8,7,1,3,55,16,8,12,0,21,50,194
MEGHALAYA,KHASI HILLS EAST,2006,10,3,8,3,3,0,7,15,6,3,8,0,0,104,167
MEGHALAYA,KHASI HILLS EAST,2006,4,0,3,2,2,0,4,16,12,8,3,0,12,25,89
MEGHALAYA,KHASI HILLS EAST,2006,11,0,9,9,9,0,2,13,14,6,8,0,21,24,117
MEGHALAYA,KHASI HILLS EAST,2006,74,14,23,46,39,7,26,71,156,11,90,0,0,714,1225
MEGHALAYA,KHASI HILLS WEST,2006,4,0,11,6,5,1,3,15,17,3,7,0,0,77,143
MEGHALAYA,KHASI HILLS WEST,2006,274,40,147,212,183,29,157,470,489,80,358,0,524,1935,4686
MEGHALAYA,KHASI HILLS WEST,2006,154,39,174,186,140,46,29,37,180,74,1049,0,3,3200,5125
MEGHALAYA,KHASI HILLS WEST,2006,138,34,190,155,154,1,17,165,289,68,1105,0,67,3235,5463
MEGHALAYA,KHASI HILLS WEST,2006,42,18,19,16,12,4,17,9,51,13,158,0,87,977,1407
MEGHALAYA,KHASI HILLS WEST,2006,55,5,51,26,22,4,16,6,62,24,133,0,130,121,629
MEGHALAYA,KHASI HILLS WEST,2006,72,13,57,39,37,2,32,21,124,18,175,0,153,375,1079
MEGHALAYA,KHASI HILLS WEST,2006,90,25,64,41,30,11,43,38,201,27,519,0,334,1458,2840
MEGHALAYA,KHASI HILLS WEST,2006,31,5,124,48,48,0,6,10,45,5,309,0,88,630,1301
MEGHALAYA,KHASI HILLS WEST,2006,26,16,32,49,37,12,4,10,36,11,140,0,77,407,808
MEGHALAYA,KHASI HILLS WEST,2006,52,10,30,43,43,0,5,15,14,1,79,0,81,544,874
MEGHALAYA,KHASI HILLS WEST,2006,81,18,43,28,28,0,25,35,254,8,467,0,270,930,2159
ODISHA,JHARSUGUDA,2006,31,2,24,31,19,12,24,26,175,8,10,0,16,736,1083
ODISHA,JHARSUGUDA,2006,99,9,14,101,49,52,59,143,283,77,43,0,123,1572,2523
ODISHA,JHARSUGUDA,2006,3249,326,1232,2619,1084,1535,2169,3531,8259,1188,1689,42,2860,39941,67105
ODISHA,JHARSUGUDA,2006,38,0,45,1,1,0,16,41,19,0,9,0,20,139,328
ODISHA,JHARSUGUDA,2006,95,1,68,27,27,0,55,492,147,23,120,0,227,1682,2937
ODISHA,JHARSUGUDA,2006,139,1,6,7,0,7,2,3,19,0,1,0,9,63,250
ODISHA,JHARSUGUDA,2006,88,0,14,16,9,7,1,65,28,1,4,0,32,290,539
ODISHA,JHARSUGUDA,2006,21,0,27,4,4,0,5,116,32,0,16,0,85,814,1120
ODISHA,JHARSUGUDA,2006,71,6,108,33,18,15,63,484,51,19,102,0,321,3550,4808
ODISHA,JHARSUGUDA,2006,4,0,1,0,0,0,6,9,1,0,3,0,1,104,129
ODISHA,JHARSUGUDA,2006,62,0,71,14,13,1,19,191,61,4,18,0,112,1145,1697
ODISHA,JHARSUGUDA,2006,47,0,40,12,9,3,22,232,104,10,90,0,115,1470,2142
ODISHA,KALAHANDI,2006,86,16,37,65,58,7,61,158,265,32,31,0,9,1510,2270
ODISHA,KALAHANDI,2006,11,0,0,0,0,0,23,4,7,4,1,0,0,87,137
ODISHA,KALAHANDI,2006,50,4,55,28,27,1,9,62,110,7,30,1,108,585,1049
ODISHA,KALAHANDI,2006,49,4,26,14,7,7,17,32,174,16,13,0,17,660,1022
ODISHA,KALAHANDI,2006,56,1,56,35,18,17,34,100,287,39,68,0,107,1174,1957
ODISHA,KALAHANDI,2006,40,5,33,25,0,25,14,50,137,8,47,0,0,524,883
ODISHA,KALAHANDI,2006,126,3,55,26,23,3,25,16,38,1,12,0,149,332,783
ODISHA,KALAHANDI,2006,97,12,45,77,54,23,88,161,306,39,69,0,121,770,1785
ODISHA,KALAHANDI,2006,90,6,54,43,24,19,36,84,124,16,90,0,95,1017,1655
ODISHA,KALAHANDI,2006,5,0,2,0,0,0,10,6,1,0,0,0,0,66,90
ODISHA,KALAHANDI,2006,16,4,21,15,12,3,3,23,78,4,14,0,20,211,409
ODISHA,KALAHANDI,2006,38,3,21,19,10,9,13,28,68,10,8,0,47,314,569
ODISHA,KANDHAMAL,2006,34,14,75,35,28,7,75,485,624,1,445,0,3,4912,6703
ODISHA,KANDHAMAL,2006,21,5,30,22,19,3,46,394,292,2,186,0,3,4297,5298
ODISHA,KANDHAMAL,2006,7,4,19,12,8,4,29,258,220,3,134,0,0,1905,2591
ODISHA,KANDHAMAL,2006,6,3,40,11,8,3,13,190,492,4,234,0,1,1944,2938
ODISHA,KANDHAMAL,2006,19,3,45,10,5,5,23,247,498,1,458,0,1,3482,4787
ODISHA,KANDHAMAL,2006,44,7,59,8,2,6,32,241,329,4,363,0,8,2765,3860
ODISHA,KANDHAMAL,2006,18,1,24,15,9,6,26,205,182,0,129,0,0,2412,3012
ODISHA,KANDHAMAL,2006,0,0,0,0,0,0,6,0,1,0,0,0,0,24,31
